Nome_da_Imagem,PID,Uso_de_CPU,Uso_de_MEM
"/opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3355 --enable-crash-reporter=8b10cd0d-15a0-4234-8b4b-6bab8b94fc33, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=114 --time-ticks-at-unix-epoch=-1728650763873607 --launch-time-ticks=7095763831 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1961645204210501973,13128361347025085384,262144 --disable-features=EyeDropper --variations-seed-version=20241010-050112.459000",13980,0.1,2.1
"/opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3355 --enable-crash-reporter=8b10cd0d-15a0-4234-8b4b-6bab8b94fc33, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=21 --time-ticks-at-unix-epoch=-1728650763873607 --launch-time-ticks=7157992786 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1961645204210501973,13128361347025085384,262144 --disable-features=EyeDropper --variations-seed-version=20241010-050112.459000",14000,0.1,2.3
/usr/lib/rstudio/resources/app/bin/rsession --config-file none --program-mode desktop --www-port 27431 --launcher-token ca43f60c,14602,0.6,3.8
/usr/bin/gnome-calculator,16819,0.0,2.2
"/opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3355 --enable-crash-reporter=8b10cd0d-15a0-4234-8b4b-6bab8b94fc33, --extension-process --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=120 --time-ticks-at-unix-epoch=-1728650763873607 --launch-time-ticks=7616031407 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1961645204210501973,13128361347025085384,262144 --disable-features=EyeDropper --variations-seed-version=20241010-050112.459000",16874,0.1,1.7
"/opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3355 --enable-crash-reporter=8b10cd0d-15a0-4234-8b4b-6bab8b94fc33, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=132 --time-ticks-at-unix-epoch=-1728650763873607 --launch-time-ticks=9221059658 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1961645204210501973,13128361347025085384,262144 --disable-features=EyeDropper --variations-seed-version=20241010-050112.459000",17828,0.5,2.3
"/opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3355 --enable-crash-reporter=8b10cd0d-15a0-4234-8b4b-6bab8b94fc33, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=152 --time-ticks-at-unix-epoch=-1728650763873607 --launch-time-ticks=9621688479 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1961645204210501973,13128361347025085384,262144 --disable-features=EyeDropper --variations-seed-version=20241010-050112.459000",18132,0.2,1.7
[kworker/u16:19-events_unbound],18389,0.1,0.0
"/opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3355 --enable-crash-reporter=8b10cd0d-15a0-4234-8b4b-6bab8b94fc33, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=168 --time-ticks-at-unix-epoch=-1728650763873607 --launch-time-ticks=10719734656 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1961645204210501973,13128361347025085384,262144 --disable-features=EyeDropper --variations-seed-version=20241010-050112.459000",18776,1.3,1.7
[kworker/u16:0-gfx_0.0.0],18789,0.2,0.0
"/opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3355 --enable-crash-reporter=8b10cd0d-15a0-4234-8b4b-6bab8b94fc33, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=169 --time-ticks-at-unix-epoch=-1728650763873607 --launch-time-ticks=10723795592 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1961645204210501973,13128361347025085384,262144 --disable-features=EyeDropper --variations-seed-version=20241010-050112.459000",18792,0.1,1.5
"/opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3355 --enable-crash-reporter=8b10cd0d-15a0-4234-8b4b-6bab8b94fc33, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=170 --time-ticks-at-unix-epoch=-1728650763873607 --launch-time-ticks=10723807151 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1961645204210501973,13128361347025085384,262144 --disable-features=EyeDropper --variations-seed-version=20241010-050112.459000",18798,0.4,1.6
"/opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3355 --enable-crash-reporter=8b10cd0d-15a0-4234-8b4b-6bab8b94fc33, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=173 --time-ticks-at-unix-epoch=-1728650763873607 --launch-time-ticks=10769305821 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1961645204210501973,13128361347025085384,262144 --disable-features=EyeDropper --variations-seed-version=20241010-050112.459000",18878,0.0,0.8
/bin/python3 /home/diego-campos/Projetos/Main/SCRIPT PYTHON/processos.py,18986,85.7,0.1
